"Format","PiBoSo CSV File"
"Venue","Pittsburgh International v1.0b"
"Vehicle","Yamaha YZF-R3"
"User","jrob314159"
"Data Source","GP Bikes"
"Comment",""
"Date","04/16/26"
"Time","11:11:18"
"Sample Rate","20"
"Duration","330.650"
"Segment","Session"
"Beacon Markers","165.142, 292.202"

"Time","Distance","Engine","CylHeadTemp","WaterTemp","Gear","Speed","LatAcc","LonAcc","Steer","InputThrottle","Throttle","FrontBrake","RearBrake","Clutch","FrontSusp","RearSusp","FrontWheel","RearWheel","YawVel","PosX","PosY"
"s","m","rpm","C","C","","km/h","G","G","deg","%","%","bar","bar","%","%","%","m/s","m/s","deg/s","m","m"

"7.601","144.399","8459","89.587868","88.603340","2","50.490095","0.004374","0.010640","-0.186985","42.745098","42.745098","0.000000","0.000000","0.000000","71.716705","52.478184","13.839436","13.836849","0.212775","-163.965698","175.108551"
"7.651","145.099","8463","89.555031","88.574142","2","50.550952","0.009381","0.006629","-0.191459","42.352943","42.352943","0.000000","0.000000","0.000000","71.700928","52.505470","13.843397","13.833115","0.107170","-164.625763","174.871185"
"7.701","145.799","8460","89.521729","88.544991","2","50.567796","0.009726","-0.006687","-0.187518","41.568626","41.568626","0.000000","0.000000","0.000000","71.573654","52.333027","13.849813","13.837175","0.170195","-165.286377","174.633865"
"7.751","146.500","8452","89.487762","88.515892","2","50.567548","0.017644","-0.003272","-0.206397","40.392159","40.392159","0.000000","0.000000","0.000000","71.565018","52.285927","13.848770","13.829689","0.482486","-165.947144","174.396500"
"7.801","147.200","8443","89.453560","88.486816","2","50.506736","0.002551","-0.015377","-0.154477","40.392159","40.392159","0.000000","0.000000","0.000000","71.514740","52.205574","13.831626","13.818636","-0.039677","-166.607437","174.159714"
"7.851","147.900","8435","89.419342","88.457764","2","50.523885","-0.002413","-0.008200","-0.214388","40.000000","40.000000","0.000000","0.000000","0.000000","71.191498","52.237831","13.824084","13.818049","0.513359","-167.267731","173.922821"
"7.901","148.600","8432","89.385391","88.428772","2","50.523734","0.003656","-0.010212","-0.167652","40.000000","40.000000","0.000000","0.000000","0.000000","71.091850","52.210545","13.829912","13.808000","0.335494","-167.928207","173.686172"
"7.951","149.300","8427","89.351799","88.399864","2","50.410825","-0.000491","-0.008709","-0.178478","40.000000","40.000000","0.000000","0.000000","0.000000","71.243629","52.098171","13.814403","13.793691","0.053033","-168.587814","173.450119"
"8.001","149.998","8418","89.318405","88.371033","2","50.453740","0.000085","-0.004955","-0.195590","39.607845","39.607845","0.000000","0.000000","0.000000","71.052139","52.091099","13.796958","13.795517","0.680824","-169.246964","173.214310"
"8.051","150.697","8418","89.285347","88.342300","2","50.427692","0.009950","-0.019683","-0.164348","40.000000","40.000000","0.000000","0.000000","0.000000","70.905586","52.392452","13.807798","13.793173","-0.165489","-169.906479","172.978531"
"8.101","151.396","8416","89.252586","88.313667","2","50.382793","0.009130","-0.016692","-0.154584","40.000000","40.000000","0.000000","0.000000","0.000000","71.032051","52.516453","13.805671","13.784276","0.155620","-170.565628","172.743057"
"8.151","152.094","8411","89.220100","88.285164","2","50.373454","0.006836","-0.001519","-0.214528","40.000000","40.000000","0.000000","0.000000","0.000000","70.985229","52.487415","13.792645","13.775837","0.372242","-171.224304","172.507797"
"8.201","152.792","8404","89.187538","88.256760","2","50.357009","-0.001131","-0.033640","-0.150701","39.607845","39.607845","0.000000","0.000000","0.000000","70.835861","52.424248","13.791009","13.773447","0.287650","-171.883163","172.272812"
"8.251","153.489","8399","89.155075","88.228477","2","50.347200","0.001075","-0.031017","-0.170675","39.215687","39.215687","0.000000","0.000000","0.000000","70.915077","52.485020","13.792500","13.762442","0.294104","-172.541656","172.037994"
"8.301","154.186","8387","89.122421","88.200310","2","50.259821","-0.009817","-0.025242","-0.180044","38.823528","38.823528","0.000000","0.000000","0.000000","71.082855","52.448727","13.772813","13.745637","0.331659","-173.199249","171.803665"
"8.351","154.882","8375","89.089661","88.172234","2","50.250129","0.008758","-0.036003","-0.170746","38.431374","38.431374","0.000000","0.000000","0.000000","70.925713","52.663071","13.754030","13.743483","0.166764","-173.856400","171.569656"
"8.401","155.578","8368","89.056961","88.144249","2","50.223855","0.010569","-0.019963","-0.170207","38.431374","38.431374","0.000000","0.000000","0.000000","70.717171","52.992065","13.731809","13.730786","0.054922","-174.513565","171.335785"
